Article ID,Article URL,Title,Journal,Authors,Abstract,Year,Volume,Pages,Country,Biome,Habitat type,Number of different stability metrics calculated,Type of stability metric,Stability metric,Organizational level,Temporal or spatial stability,Spatial scale,Number of replicates,Size of sampling unit,Temporal scale,Temporal resolution,Main result,"Type of study (empirical, theoretical, experimental, simulation)",Diversity stability relationship,Observations,Multi-interaction,Perturbation type,Perturbation type observations,Press_pulse
91940206,https://sysrev.com/p/121752/article/91940206,New indices for rapid assessment of pollination services based on crop yield data: France as a case study,ECOLOGICAL INDICATORS,"Martin, G; Fontaine, C; Accatino, F; Porcher, E","Local studies indicate that animal pollination is essential for crop productivity, but its effectiveness and temporal stability vary broadly across regions. However, there is no simple and rapid method to assess the pollination services over large areas. Here, we introduce two new indices to measure pollination services and its temporal stability in farmland, the Pollination Services Index and the index of Temporal Variation in Pollination Services, that only require readily available data, namely crop yield and crop pollinator dependence. The philosophy of these indices is to compare at a given site the standardized yield, or the temporal variation in yield, among crops that have different levels of dependence on animal pollinators for their production. We expect that where there is a shortage of pollinators, standardized crop yields should decrease, and temporal variation in crop yields should increase, with increasing dependence on pollinators. The Pollination Services Index in a given area is thus defined as the slope of the linear regression between standardized crop yield and crop pollinator dependence; the Temporal Variation in Pollination Services is defined as the slope of the linear regression between the inter-annual coefficient of variation of crop yield and crop pollinator dependence. We calculated these two indices in France, where we show extensive spatial variation in the estimated pollination services. We further show that this variation in the Pollination Services Index is negatively correlated with the index of Temporal Variation in Pollination Services, and positively correlated with habitat quality for pollinators. At a spatial resolution of administrative departments (ca. 5,800 km(2)), the results show that intensive farming is positively correlated with higher Temporal Variation in Pollination Services but is not significantly associated with the Pollination Services Index, probably due to multicollinearity issues. Despite some limitations that deserve further attention, these indices may constitute promising, cost-effective tools to highlight regions of pollination deficit over large areas.",2019,101,355-363,France,Temperate,Agricultural landscapes,1,the Temporal Variation in Pollination Services is defined as the slope of the linear regression between the inter-annual coefficient of variation of crop yield and crop pollinator dependence.,Temporal invariability,Crop production (function),Temporal,National,93,Each of Francés departments,Inter-annual,2000-2010," The Pollination Services Index in a given area is thus defined as the slope of the linear regression between standardized crop yield and crop pollinator dependence; the Temporal Variation in Pollination Services is defined as the slope of the linear regression between the inter-annual coefficient of variation of crop yield and crop pollinator dependence. We calculated these two indices in France, where we show extensive spatial variation in the estimated pollination services. We further show that this variation in the Pollination Services Index is negatively correlated with the index of Temporal Variation in Pollination Services, and positively correlated with habitat quality for pollinators. At a spatial resolution of administrative departments (ca. 5800 km²), the results show that intensive farming is positively correlated with higher Temporal Variation in Pollination Services but is not significantly associated with the Pollination Services Index, probably due to multicollinearity issues.",Empirical,,,,Underlying variation,,
91939396,https://sysrev.com/p/121752/article/91939396,Interacting effects of landscape and management on plant-solitary bee networks in olive orchards,FUNCTIONAL ECOLOGY,"Martinez-Nunez, C; Manzaneda, AJ; Lendinez, S; Perez, AJ; Ruiz-Valenzuela, L; Rey, PJ","Understanding how multi-scale environmental heterogeneity shapes the structure and functions of animal and plant communities is pivotal in agroecology. Our capacity to ensure the provision of ecosystem services (ES), the sustainability of agroecosystems and the efficiency of agri-environmental schemes (AES) relies on this knowledge. There is growing interest in how biodiversity and ES are affected by the interplay between landscape characteristics and agricultural management (e.g., intermediate landscape complexity hypothesis; ILCH). However, studies have typically focused on classical measures of community structure (e.g., species abundance, richness and biodiversity), tending to neglect the effects on the structure and stability of ecological networks and the increased risk of biotic homogenization (i.e., loss of beta-diversity). In this work, we use bee trap nests to sample pollen-solitary bee mutualistic networks in 9 pairs of olive groves under different management regimes (conventional vs. organic) in a landscape complexity gradient in southern Spain. We analyse the mutualistic networks at farm level to test the ILCH and study how agricultural practices and landscape complexity interact to affect the properties of these networks. We also explore the effects on spatial biotic homogenization by performing multivariate analyses of the composition and abundance of bee-plant communities and their pairwise interactions. The results show that solitary bee-plant networks have greater complexity and stability on organic olive farms embedded in relatively heterogeneous landscapes. Differences from conventional management were higher in landscapes of intermediate complexity but were non-significant on olive farms located in simpler landscapes. beta-diversity of bees, plants and their pairwise interactions was also greater on organic olive farms. In conclusion, human-induced environmental heterogeneity interacts at different scales to shape plant-solitary bee networks in olive groves, which may have important implications for ES provision and the effectiveness of agri-environmental measures. A free Plain Language Summary can be found within the Supporting Information of this article.",2019,33,2316-2326,Spain,Temperate,Olive orchards,1,"we measured stability through
robustness, calculated for bees and plants, to explore vulnerability to
secondary extinctions as a consequence of successive random deletions
of interacting species",Resistance,Species,Temporal,Site,18,,Intra-annual,Before after simulated species removal,"The results show that solitary bee–plant networks have greater complexity and
stability on organic olive farms embedded in relatively heterogeneous landscapes. The plant community pollinated by these bees was more robust
to bee extinctions on organic olive farms, which indicates
greater stability and resilience to perturbations.",Simulation,"Positive saturating effect of landscape complexity on stability, intermediately complex areas are more stable for plants and pollnators, particularly in organic fields",,,Landscape heterogeneity,,
91939277,https://sysrev.com/p/121752/article/91939277,What plant-pollinator network structure tells us about the mechanisms underlying the bidirectional biodiversity productivity relationship?,BASIC AND APPLIED ECOLOGY,"Memtsas, GI; Lazarina, M; Sgardelis, SP; Petanidou, T; Kallimanis, AS","The Biodiversity - Ecosystem Functioning (B-EF) relationship remains a topic of ongoing debate with most studies focusing on primary productivity, and documenting that this relationship takes many forms. It remains unclear if biodiversity drives productivity or productivity shapes biodiversity or the relationship is bidirectional. B-EF studies explore almost exclusively the relationship between species richness and ecosystem functioning, while the role of biotic interactions, a key component of ecosystem functioning, has been neglected. Here, using data of 80 local plant-pollinator networks on 20 Aegean islands, and of gross primary productivity (GPP) from the MODIS satellite, we explored the bidirectional relationship between interaction network structure (nestedness and specialization), species richness (plants and pollinators) and mean and inter-annual variability of GPP. We found that nestedness and specialisation of plant-pollinator networks is driven by mean GPP. However, specialisation alone was a significant predictor of mean GPP, implying that networks tend to be more specialised in low-productivity areas. Pollinator species richness exerted a strong effect on mean GPP with the remaining factors playing a minor role, while the effect of mean GPP on pollinator species richness was weaker. Furthermore, the nestedness of plant-pollinator networks drives inter-annual variability of GPP with more nested networks displaying less variability, which is in accordance with the predictions of the insurance hypothesis. Plant and pollinator species richness were also associated with inter-annual variability of GPP. (C) 2022 The Authors. Published by Elsevier GmbH on behalf of Gesellschaft fur Okologie.",2022,63,49-58,Greece,Temperate,Island,1," For each site, we estimated a five-year mean value of GPP (20112015) and standard deviation to quantify the inter- annual GPP variability over the sampling period of plantpollination networks.",Temporal invariability,Function (Gross Primary Productivity),,Site,80,,Inter-annual,5 years,"Furthermore, the nestedness of plantpollinator networks drives inter-annual variability of GPP with more nested networks displaying less variability, which is in accordance with the predictions of the insurance hypothesis. Plant and pollinator species richness were also associated with inter-annual variability of GPP.",Empirical,Negative relationship between pollinator richness and stability (inverse of GPP variability),,,Underlying variation,Temporal variation in different ecosystem properties,
91939429,https://sysrev.com/p/121752/article/91939429,Network structure embracing mutualism-antagonism continuums increases community robustness,NATURE ECOLOGY & EVOLUTION,"Montesinos-Navarro, A; Hiraldo, F; Tella, JL; Blanco, G","Theory predicts that contrasting properties of mutualistic and antagonistic networks differentially promote community resilience to species loss. However, the outcome of most ecological interactions falls within a continuum between mutualism and antagonism, and we ignore the extent to which this interactions' continuum might influence community stability. Using a large data set of interactions, we compared co-extinction cascades that either consider or ignore the mix of beneficial and detrimental actions that parrots exert on plants. When the antagonism-mutualism continuum was considered, a combination of the properties that separately enhance community stability in ecological networks emerged. This combination of properties led to an overall increase of the parrot community robustness to face plant species loss. Our results highlight that the conditional outcomes of interactions can influence the structure of ecological networks, thus affecting our predictions of community stability against eventual changes.",2017,,,Bolivia,Tropical,Tropical dry forest,1,Robustness to simulated species loss,Resistance,Species,Temporal and spatial,Landscape,,,Inter-annual,Before after simulated species removal,"Parrot community robustness to plant species loss. Our simulations
show that, other things being equal, the estimation of the parrot
community robustness to the loss of plant species differs when
the mutualism–antagonism continuum is considered (removal criteria
c from Methods), compared to when it is ignored (removal
criteria b from methods). Simulations considering both mutualistic
and antagonistic interactions result in higher estimates of robustness
than those considering all interactions as antagonistic, thus
ignoring the mutualism–antagonism continuum",Simulation,,,,Species removal,,
91940012,https://sysrev.com/p/121752/article/91940012,Habitat fragmentation and food security in crop pollination systems,JOURNAL OF ECOLOGY,"Montoya, D; Haegeman, B; Gaba, S; De Mazancourt, C; Loreau, M","Ensuring stable food supplies is a major challenge for the 21st century. There is consensus that increased food production is necessary, but not sufficient, to achieve food security, and that agriculture should also aim at stabilizing crop production over time. In this context, biodiversity-based approaches to food security are increasingly being supported based on the fact that biodiversity can increase and stabilize crop production. However, agricultural systems are often highly fragmented and our current understanding of how such fragmentation affects biodiversity and food production remains incomplete, thus limiting our capacity to manage agricultural landscapes for food security. We developed a spatially explicit model of crop dynamics to investigate how the fragmentation of natural habitats for agricultural conversion impacts food production and food security, with a focus on animal-dependent crop production. Fragmentation produces a variety of spatial and biodiversity-mediated effects that affect both the mean and stability (temporal invariability) of animal-dependent crop production. Fragmentation has a dual effect on animal-dependent production. On the one hand, spatial aggregation of natural land decreases animal-dependent production by reducing the Landscape Pollination Potential, a metric that captures fragmentation and pollinator spillover effects within the agricultural landscape. But aggregation increases animal-dependent production by maintaining a higher pollinator diversity in larger fragments of natural habitat. The net effects of fragmentation on animal-dependent crop production depend on the land-use change pattern, the strength of the pollinator spillover to crop land and the animal pollination dependence of crops. Synthesis. Our study sheds new light in the food security debate by showing that high and stable crop production depends on biodiversity and the spatial fragmentation of agricultural landscapes, and by revealing the ecological mechanisms of food security in crop pollination systems. Management for food security should consider factors such as pollinators' spillover, the amount and spatial aggregation of semi-natural habitat and the animal pollination dependence of crops. This information would be useful to design agricultural landscapes for high Landscape Pollination Potential. These results are highly relevant in the global change context, and given the worldwide trends in agriculture, which shifts towards more animal-dependent crop production.",2021,109,2991-3006,,,Agricultural landscapes,1,Temporal invariability in animal-dependent crop production,Temporal invariability,Function (Fruit set),Temporal,Landscape,,,,,"Fragmentation produces a variety of spatial and biodiversity-mediated effects that affect both
the mean and stability (temporal invariability) of animal-dependent crop production",Simulation,NA,,,Landscape heterogeneity,,
,, Trade-offs in the provisioning and stability of ecosystem services in agroecosystems,Ecological Applications,"Montoya, D.; Haegeman, B.; Gaba, S.; de Mazancourt, C.; Bretagnolle, V.; Loreau, M. ","Changes in land use generate trade-offs in the delivery of ecosystem services in agricultural landscapes. However, we know little about how the stability of ecosystem services responds to landscape composition, and what ecological mechanisms underlie these trade-offs. Here, we develop a model to investigate the dynamics of three ecosystem services in intensively managed agroecosystems, i.e., pollination-independent crop yield, crop pollination, and biodiversity. Our model reveals trade-offs and synergies imposed by landscape composition that affect not only the magnitude but also the stability of ecosystem service delivery. Trade-offs involving crop pollination are strongly affected by the degree to which crops depend on pollination and by their relative requirement for pollinator densities. We show conditions for crop production to increase with biodiversity and decreasing crop area, reconciling farmers’ profitability and biodiversity conservation. Our results further suggest that, for pollination-dependent crops, management strategies that focus on maximizing yield will often overlook its stability. Given that agriculture has become more pollination-dependent over time, it is essential to understand the mechanisms driving these trade-offs to ensure food security.",2019,29,E01853,SImulation,,Agricultural landscapes,2,"Weuseourmodeltoquantifybiodiversityandboth themeanandthestabilityofindependentcropyield andcroppollination.  We use 1/CV2 as a metric of stability (i.e., invariability) of independent crop yield and crop pollination.",Temporal invariability,Interactions and function (crop yield),Temporal,Landscape,,,Inter-annual,," In intensively managed agricultural systems, increases in the amount of crop land relative to that of seminatural habitat have major consequences for the provision of ecosystem services. Our model suggests that (1) changes in landscape composition generate a variety of synergies and trade-offs between biodiversity conservation, crop pollination, and independent crop yield, (2) these tradeoffs affect not only the magnitude but also the stability of these ecosystem services, and (3) the trade-offs involving crop pollination are strongly affected by the degree to which crops depend on pollination and by their relative requirement for pollinator biomass.",Simulation,,,,Landscape heterogeneity,,
91939405,https://sysrev.com/p/121752/article/91939405,Agricultural intensification drives changes in hybrid network robustness by modifying network structure,ECOLOGY LETTERS,"Morrison, BML; Brosi, BJ; Dirzo, R","Within ecological communities, species engage in myriad interaction types, yet empirical examples of hybrid species interaction networks composed of multiple types of interactions are still scarce. A key knowledge gap is understanding how the structure and stability of such hybrid networks are affected by anthropogenic disturbance. Using 15,169 interaction observations, we constructed 16 hybrid herbivore-plant-pollinator networks along an agricultural intensification gradient to explore changes in network structure and robustness to local extinctions. We found that agricultural intensification led to declines in modularity but increases in nestedness and connectance. Notably, network connectance, a structural feature typically thought to increase robustness, caused declines in hybrid network robustness, but the directionality of changes in robustness along the gradient depended on the order of local species extinctions. Our results not only demonstrate the impacts of anthropogenic disturbance on hybrid network structure, but they also provide unexpected insights into the structure-stability relationship of hybrid networks.",2019,,,USA,Temperate,"4 Natural chaparral, 5 diversified organic farms, 7 organic monoculture farms",1,Robustness to simulated species loss,Resistance,Species,Temporal and spatial,Site,16,4 ha,Before after simulated species removal,Before after simulated species removal,"Notably, network connectance, a structural feature typically thought to increase robustness,
caused declines in hybrid network robustness, but the directionality of changes in robustness
along the gradient depended on the order of local species extinctions. Our results not only demonstrate
the impacts of anthropogenic disturbance on hybrid network structure, but they also provide
unexpected insights into the structure-stability relationship of hybrid networks.",Simulation,,,,Species removal,,
91939166,https://sysrev.com/p/121752/article/91939166,Network resilience of mutualistic ecosystems and environmental changes: an empirical study,ROYAL SOCIETY OPEN SCIENCE,"Nagaishi, E; Takemoto, K","It is theorized that a mutualistic ecosystem's resilience against perturbations (e.g. species extinction) is determined by a single macroscopic parameter (network resilience), calculable from the network. Given that such perturbations occur owing to environmental changes (e.g. climate change and human impact), it has been predicted that mutualistic ecosystems that exist despite extensive environmental changes exhibit higher network resilience; however, such a prediction has not been confirmed using real-world data. Thus, in this study, the effects of climate change velocity and human activities on mutualistic network resilience were investigated. A global dataset of plant-animal mutualistic networks was used, and spatial analysis was performed to examine the effects. Moreover, the potential confounding effects of network size, current climate and altitude were statistically controlled. It was demonstrated that mutualistic network resilience was globally influenced by warming velocity and human impact, in addition to current climate. Specifically, pollination network resilience increased in response to human impact, and seed-dispersal network resilience increased with warming velocity. The effect of environmental changes on network resilience for plants was remarkable. The results confirmed the prediction obtained based on the theory and imply that real-world mutualistic networks have a structure that increases ecosystem resilience against environmental changes. These findings will enhance the understanding of ecosystem resilience.",2018,5,180706,Global,,,1,Network resilience: was calculated using the single macroscopic resilience parameter,Resilience,Community,,Site,62,,,,"Specifically, pollination network resilience increased in response to human impact, and seed-dispersal network resilience increased with warming velocity. The effect of environmental changes on network resilience for plants was remarkable. The results confirmed the prediction obtained based on the theory and imply that real-world mutualistic networks have a structure that increases ecosystem resilience against environmental changes. ",Empirical,Positive linear,,,Underlying variation,,
91939565,https://sysrev.com/p/121752/article/91939565,"Landscape heterogeneity enhances stability of wild bee abundance under highly varying temperature, but not under highly varying precipitation",LANDSCAPE ECOLOGY,"Papanikolaou, AD; Kuhn, I; Frenzel, M; Schweiger, O","The abundance of important providers of ecosystem services such as wild bees likely increases with landscape heterogeneity, but may also fluctuate across the flowering season following varying weather conditions.
In the present study, we investigated the combined effect of landscape heterogeneity and intra-annual variability in temperature and precipitation on the spatial and temporal stability of wild bee abundance.
We used bee monitoring data from six 4 km x 4 km sites in central Germany and 16 local communities per site. The data were collected six times per year from 2010 to 2013. Following a multimodel inference approach, we identified the importance of landscape heterogeneity, weather variability and their interaction to the stability of wild bee abundance.
We found that the stability of wild bee abundance increased with landscape heterogeneity, but decreased with increasing intra-annual variability in both temperature and precipitation. However, our key finding was a buffering mechanism enabling high abundance stability in heterogeneous landscapes even under highly variable temperature conditions. Interestingly, the same mechanism did not apply for high variability in precipitation.
Our findings suggest that increasing landscape heterogeneity is beneficial for protecting wild bees against the projected increase in temperature variability until the end of the twenty first century, although we cannot make inferences for extreme events such as heatwaves. Nevertheless, our results equally highlight that landscape heterogeneity should not be treated as a one-size-fits-all solution and the need remains for developing alternative strategies to mitigate the effect of increasing variability in precipitation.",2017,32,581-593,Germany,Temperate,Grassland,1,"In this context, a commonly
used measure of stability is the inverse of the
coefficient of variation CV-1",Temporal invariability,Species,Temporal and spatial,Landscape,16 sites per landscape in 4 landscapes,1x1km,Intra-annual,6 times per year for 4 years,"We found that the stability of wild bee
abundance increased with landscape heterogeneity,
but decreased with increasing intra-annual variability
in both temperature and precipitation. However, our
key finding was a buffering mechanism enabling high
abundance stability in heterogeneous landscapes even
under highly variable temperature conditions.",Empirical,Landscape heterogeneity stability positive relationship,,,Landscape heterogeneity,,
91939598,https://sysrev.com/p/121752/article/91939598,No such thing as a free lunch: interaction costs and the structure and stability of mutualistic networks,OIKOS,"Peralta, G; Stouffer, DB; Bringa, EM; Vazquez, DP","Different modelling approaches have been used to relate the structure of mutualistic interactions with the stability of communities. However, inconsistencies arise when we compare modelling outcomes with the patterns of interactions observed in empirical studies. To shed light on these inconsistencies, we explored the network structure-stability relationship by incorporating the cost of mutualistic interactions, a long ignored feature of mutualisms, into population dynamics models. We assessed the changes in the relationship between network structure (species richness, connectance, modularity) and community stability (species persistence, resilience), and between network structure and community structural attributes (average abundance), using models with increasing levels of cost for mutualistic communities. We found that adding the potential cost of mutualistic interactions affected the strength of the network structure-stability relationship. Our results revive the question of whether the structure of mutualistic networks determines community stability.",2019,109,503-511,,,,2,"we recorded species persistence (the proportion of species that
persisted with density > 10-13), community resilience (dominant eigenvalue of the Jacobian matrix of the
system at the final time step)",Persistence,Species and community,Temporal and spatial,Site,4500,,Before after simulated species removal,Before after simulated species removal,"We found that including the cost of mutualistic interactions into population dynamics models has a
strong impact on the relationship between network structure and community stability, and network
structure and community structural attributes, both when considering all species together as well as
each interacting group (plants and pollinators) separately. In particular, after including interaction costs,
species richness, connectance and modularity did not seem to have such strong effects on species
persistence and abundance as previously thought (Okuyama and Holland 2008, Thébault and Fontaine
2010). Incorporating costs into mutualisms makes the dynamics of mutualisms look more like the
dynamics of antagonisms, thus diluting the differences in network structure-stability relationships
between antagonistic vs. mutualistic communities. Furthermore,",Simulation,,,,Underlying variation,,
91939598,https://sysrev.com/p/121752/article/91939598,No such thing as a free lunch: interaction costs and the structure and stability of mutualistic networks,OIKOS,"Peralta, G; Stouffer, DB; Bringa, EM; Vazquez, DP","Different modelling approaches have been used to relate the structure of mutualistic interactions with the stability of communities. However, inconsistencies arise when we compare modelling outcomes with the patterns of interactions observed in empirical studies. To shed light on these inconsistencies, we explored the network structure-stability relationship by incorporating the cost of mutualistic interactions, a long ignored feature of mutualisms, into population dynamics models. We assessed the changes in the relationship between network structure (species richness, connectance, modularity) and community stability (species persistence, resilience), and between network structure and community structural attributes (average abundance), using models with increasing levels of cost for mutualistic communities. We found that adding the potential cost of mutualistic interactions affected the strength of the network structure-stability relationship. Our results revive the question of whether the structure of mutualistic networks determines community stability.",2019,109,503-511,,,,,"we recorded species persistence (the proportion of species that
persisted with density > 10-13), community resilience (dominant eigenvalue of the Jacobian matrix of the
system at the final time step)",Resilience,Species and community,Temporal and spatial,Simulation,4500,,Before after simulated species removal,Before after simulated species removal,"We found that including the cost of mutualistic interactions into population dynamics models has a
strong impact on the relationship between network structure and community stability, and network
structure and community structural attributes, both when considering all species together as well as
each interacting group (plants and pollinators) separately. In particular, after including interaction costs,
species richness, connectance and modularity did not seem to have such strong effects on species
persistence and abundance as previously thought (Okuyama and Holland 2008, Thébault and Fontaine
2010). Incorporating costs into mutualisms makes the dynamics of mutualisms look more like the
dynamics of antagonisms, thus diluting the differences in network structure-stability relationships
between antagonistic vs. mutualistic communities. Furthermore,",Simulation,,,,,,
91939163,https://sysrev.com/p/121752/article/91939163,Trait matching and phenological overlap increase the spatio-temporal stability and functionality of plant-pollinator interactions,ECOLOGY LETTERS,"Peralta, G; Vazquez, DP; Chacoff, NP; Lomascolo, SB; Perry, GLW; Tylianakis, JM","Morphology and phenology influence plant-pollinator network structure, but whether they generate more stable pairwise interactions with higher pollination success remains unknown. Here we evaluate the importance of morphological trait matching, phenological overlap and specialisation for the spatio-temporal stability (measured as variability) of plant-pollinator interactions and for pollination success, while controlling for species' abundance. To this end, we combined a 6-year plant-pollinator interaction dataset, with information on species traits, phenologies, specialisation, abundance and pollination success, into structural equation models. Interactions among abundant plants and pollinators with well-matched traits and phenologies formed the stable and functional backbone of the pollination network, whereas poorly matched interactions were variable in time and had lower pollination success. We conclude that phenological overlap could be more useful for predicting changes in species interactions than species abundances, and that non-random extinction of species with well-matched traits could decrease the stability of interactions within communities and reduce their functioning.",2020,,,Argentina,dryland,Temperate,1,"spatio-temporal stability (measured as the variability of interaction
frequency)",Temporal invariability,Interactions,,Site,4,1 ha,Inter-annual,6 years," Interactions among abundant
plants and pollinators with well-matched traits and phenologies formed the stable and functional
backbone of the pollination network, whereas poorly matched interactions were variable in time
and had lower pollination success. ",Empirical,NA,measures effect of stability in interaction on a static measure of reproductive success!,,Underlying variation,,
91938778,https://sysrev.com/p/121752/article/91938778,Seasonal variation of a plant-pollinator network in the Brazilian Cerrado: Implications for community structure and robustness,PLOS ONE,"Rabeling, SC; Lim, JL; Tidon, R; Neff, JL; Simpson, BB; Pawar, S","Seasonal variation in the availability of floral hosts or pollinators is a key factor influencing diversity in plant-pollinator communities. In seasonally dry Neotropical habitats, where month-long periods of extreme drought are followed by a long rainy season, flowering is often synchronized with the beginning of precipitation, when environmental conditions are most beneficial for plant reproduction. In the Brazilian Cerrado, a seasonally dry ecosystem considered one of the world's biodiversity hotspots for angiosperms, plants with shallow root systems flower predominantly during the rainy season. Foraging activity in social bees however, the major pollinators in this biome, is not restricted to any particular season because a constant supply of resources is necessary to sustain their perennial colonies. Despite the Cerrado's importance as a center of plant diversity, the influence of its extreme cycles of drought and precipitation on the dynamics and stability of plant-pollinator communities is not well understood. We sampled plant-pollinator interactions of a Cerrado community weekly for one year and used network analyses to characterize intra-annual seasonal variation in community structure. We also compared seasonal differences in community robustness to species loss by simulating extinctions of plants and pollinators. We find that the community shrinks significantly in size during the dry season, becoming more vulnerable to disturbance due to the smaller pool of floral hosts available to pollinators during this period. Major changes in plant species composition but not in pollinators has led to high levels of turnover in plant-pollinator associations across seasons, indicated by in interaction dissimilarity (< 3% of shared interactions). Aseasonal pollinators, which mainly include social bees and some solitary specialized bees, functioned as keystone species, maintaining robustness during periods of drastic changes in climatic conditions.",2019,14, e0224997,Brazil,Seasonally dry Neotropical,Cerrado,1,Resistance measured as robustness to species coextinctions,Resistance,Species,,Site,1,8 ha (200 x 400 m),Intra-annual: Weekly sampling for one year (47 sampling days),"This area was sampled weekly by one person walking parallel, adjacent
transects sampling the entire area during a full day (0800h to 1700h).","Community was less robust to pollinator loss than to plant loss. Robustness was lower when most connected pollinators were removed. aseasonal pollinators represent key connecting elements for
the whole community. Overall, the community was less robust to loss of visitation services
(weighted robustness) than simple species loss (unweighted robustness). Furthermore,
the subset of the community interacting during rainy season was the more robust to both species
loss and visitation loss than the subset of species interacting during the dry season",Simulation,NA,,,SO,,
91939398,https://sysrev.com/p/121752/article/91939398,Pollinator declines and the stability of plant-pollinator networks,ECOSPHERE,"Ramos-Jiliberto, R; De Espanes, PM; Vazquez, DP","Population declines of pollinators constitute a major concern for the fate of biodiversity and associated ecosystem services in a context of global change. Massive declines of pollinator populations driven by habitat loss, pollution, and climate change have been reported, whose consequences at community and ecosystem levels remain elusive. We conducted a mathematical modeling and computer simulation study to assess the dynamic consequences of pollinator declines for the biodiversity of plants and pollinators. Specifically, we evaluated the effects of increased mortality and decreased carrying capacity of specialist vs. generalist and effective vs. ineffective pollinators visiting specialist vs. generalist plants on long-term community biomass and species persistence. Our results reveal that increased larval mortality and increased competition for space among larvae had the greatest impacts on the decline of pollinator diversity. In contrast, the largest sustained decreases in pollinator biomass were driven by increased adult mortality in spite of a small increase in pollinator species persistence. Decreased pollinator diversity led in turn to decreased plant diversity. Attacking pollinators with high degree and connected mostly to low-degree plants produced the greatest losses of plant diversity. Pollinator effectiveness had no noticeable effect on persistence. Our results illuminate our understanding of the consequences of pollinator declines for the maintenance of biodiversity.",2020,11,e03069,,,,1,Species persistence,Persistence,Species,Temporal and spatial,Simulation,,,Before after simulated species removal,Before after simulated species removal,"Our results reveal that among the tested drivers
for pollinator decline, increased larval mortality
and increased competition for space among
larvae had the greatest impacts on the decline of
pollinator diversity. In contrast, the largest sustained
decreases in pollinator biomass were driven
by increased adult mortality in spite of a
small increase in pollinator species persistence.
Decreased pollinator diversity led in turn to
decreased plant diversity. Yet, the type of pollinators
under experimental attack greatly influenced
plant persistence but did not noticeably affect
pollinator persistence: Attacking pollinators with
high degree and connected mostly to low-degree
plants produced the greatest losses of plant
diversity. Conversely, the smallest effects were
obtained when attacking pollinators combining
low-degree and visiting high-degree plants. Pollinator
effectiveness had no noticeable effect on
species persistence.",Simulation,,,,Decreased pollinator diversity,,
91940109,https://sysrev.com/p/121752/article/91940109,"Plant-pollinator meta-network of the Kashmir Himalaya: Structure, modularity, integration of alien species and extinction simulation*",FLORA,"Rather, ZA; Ollerton, J; Parey, SH; Ara, S; Watts, S; Paray, MA; Khuroo, AA","Plant-pollinator studies are increasingly using network analysis to investigate the structure and function of such communities. However, many areas of high biodiversity largely remain unexplored in this way. Our study describes a plant-pollinator meta-network from an understudied biodiversity hotspot, the Kashmir Himalaya, where we specifically investigate plant-pollinator network nestedness and modularity, as well as the influence of alien species and the impacts of simulating species extinctions on network structure. Natural history observations were used to document the meta-network between 230 plant and 80 pollinator species forming 1958 (11% of the possible) interactions. Among the plants Malus domestica and among the pollinators Apis mellifera and A. cerana formed the largest number of interactions with significant influence over the whole network. Network cumulative degree distribution depicted a higher number of degree levels in pollinators than plants. A moderately high number of realized interactions were revealed, thereby indicating potential structural and functional stability in the network. Eight strongly defined modules were observed in the network which varied in their composition. For example, the Ephedra module exclusively comprised of native species whereas the Apis module comprised of all the four different types of interacting species (i.e. native and alien plants and pollinators) and also integrated the highest number of alien species. In the network overall, 40% of interactions were by alien species, reflecting how well these were integrated. Extinction simulations suggested that the network would collapse more quickly when the most connected pollinators are removed, rather than the most connected plant species. Our study is the first assessment of a plant-pollinator network from this Himalayan biodiversity hotspot; and will help to inform the ecological and economic implications of plant-pollinator interactions in an era of global biodiversity crisis.",2023,298,152197,India,Himalayan?,Multiple,1,Robustness to simulated species loss,Resistance,Species,Temporal and spatial,Landscape,,,Before after species removal,," Extinction simulations suggested that the network would collapse more quickly when the most connected pollinators are removed, rather than the most connected plant species.",Simulation,NA,,,Species removal,,
